SEASON,STATISTIC,PEARSON_CORRELATION,PEARSON_CORRELATION_ABS,SPEARMAN_CORRELATION,SPEARMAN_CORRELATION_ABS,PEARSON_CORRELATION_RANK,SPEARMAN_CORRELATION_RANK,AVERAGE_RANK
2015-2016,HEAVE_MAKES,0.2329817787268105,0.2329817787268105,0.239072234424769,0.239072234424769,84,84,84.0
2015-2016,DEFENSIVE_FT/FGA,-0.2518976493335947,0.2518976493335947,-0.22171410190073396,0.22171410190073396,80,89,84.5
2015-2016,OPP_%ASTD_3P,-0.2735323818530227,0.2735323818530227,-0.13201661547904184,0.13201661547904184,74,99,86.5
2015-2016,PER100_2PA,-0.1989934552757713,0.1989934552757713,-0.23408093812133846,0.23408093812133846,89,85,87.0
2015-2016,MP,0.18780199537228456,0.18780199537228456,0.2295224271440385,0.2295224271440385,90,86,88.0
2015-2016,OPP_PER100_PF,0.2155726287235382,0.2155726287235382,0.2240074128725205,0.2240074128725205,88,88,88.0
2015-2016,FG%_3-10,0.21737704058065566,0.21737704058065566,0.14928053189388574,0.14928053189388574,87,95,91.0
2015-2016,OPP_%FGA3P_CORNER,-0.16232084554637052,0.16232084554637052,-0.15415526318628645,0.15415526318628645,91,92,91.5
2015-2016,HEAVE_ATTEMPTS,-0.10846452721477637,0.10846452721477637,-0.2264490740836701,0.2264490740836701,100,87,93.5
2015-2016,OPP_%ASTD_2P,-0.14189172889538143,0.14189172889538143,-0.17885852262984525,0.17885852262984525,97,90,93.5
2015-2016,OPP_PER100_FT%,-0.1620831608276847,0.1620831608276847,-0.1334524740177543,0.1334524740177543,92,98,95.0
2015-2016,PER100_FGA,0.1465155446939895,0.1465155446939895,0.14819785744392863,0.14819785744392863,95,96,95.5
2015-2016,%FGA_DUNKS,-0.10635110628333502,0.10635110628333502,-0.15267866651805273,0.15267866651805273,102,93,97.5
2015-2016,PER100_FT%,0.15513105706764518,0.15513105706764518,0.12235129898588235,0.12235129898588235,94,102,98.0
2015-2016,DUNKS_MADE,-0.09442703007445108,0.09442703007445108,-0.16120441408091243,0.16120441408091243,106,91,98.5
2015-2016,OPP_PER100_FGA,0.09876664203429214,0.09876664203429214,0.15160661060445985,0.15160661060445985,105,94,99.5
2015-2016,%FGA_0-3,-0.1063101815119736,0.1063101815119736,-0.13938475890729835,0.13938475890729835,103,97,100.0
2015-2016,LAYUPS_MADE,0.14594715121608048,0.14594715121608048,0.07862175387114989,0.07862175387114989,96,105,100.5
2015-2016,PACE,-0.11471125098148707,0.11471125098148707,-0.11061507981314567,0.11061507981314567,99,103,101.0
2015-2016,PER100_STL,0.10781942223701754,0.10781942223701754,0.08176030839883405,0.08176030839883405,101,104,102.5
2015-2016,%FGA_LAYUPS,-0.08519416095516277,0.08519416095516277,-0.1272729054236996,0.1272729054236996,107,100,103.5
2015-2016,%ASTD_2P,0.15592056786959085,0.15592056786959085,0.01851029598288922,0.01851029598288922,93,115,104.0
2015-2016,PER100_2P,0.1346168338166496,0.1346168338166496,0.03579799006048101,0.03579799006048101,98,112,105.0
2015-2016,FGA_16-3PT,-0.045542301575159275,0.045542301575159275,-0.12711890012345609,0.12711890012345609,113,101,107.0
2015-2016,%FGA_10-16,0.08049658300944514,0.08049658300944514,0.040209987737131504,0.040209987737131504,108,110,109.0
2015-2016,%ASTD_3P,0.075202167404761,0.075202167404761,0.05631771021975985,0.05631771021975985,109,109,109.0
2015-2016,PER100_FT,0.05833457052800377,0.05833457052800377,0.06860020756842704,0.06860020756842704,111,107,109.0
2015-2016,PER100_ORB,-0.050560505758328725,0.050560505758328725,-0.07655401370974023,0.07655401370974023,112,106,109.0
2015-2016,FT_RATE,-0.03474759668492678,0.03474759668492678,-0.06224907190381795,0.06224907190381795,114,108,111.0
2015-2016,OFFENSIVE_ORB%,0.10435726480211942,0.10435726480211942,-0.0015619786595772798,0.0015619786595772798,104,119,111.5
2015-2016,OPP_PER100_ORB,-0.06424470690275554,0.06424470690275554,-0.017526240523298008,0.017526240523298008,110,116,113.0
2015-2016,OPP_AVERAGE_DISTANCE,0.01718274590039894,0.01718274590039894,0.039366517429392484,0.039366517429392484,118,111,114.5
2015-2016,OFFENSIVE_FT/FGA,0.026263525879528033,0.026263525879528033,0.02598710361322752,0.02598710361322752,117,113,115.0
2015-2016,OPP_PER100_TOV,0.03241382099183064,0.03241382099183064,0.014166221725512575,0.014166221725512575,115,117,116.0
2015-2016,PER100_FTA,-0.005072330662501994,0.005072330662501994,0.022534610259088216,0.022534610259088216,119,114,116.5
2015-2016,DEFENSIVE_TOV%,0.0299938577443676,0.0299938577443676,-0.010941166677155017,0.010941166677155017,116,118,117.0
2014-2015,W,0.9999986145872839,0.9999986145872839,1.0,1.0,1,1,1.0
2014-2015,L,-0.9999986145872839,0.9999986145872839,-1.0,1.0,2,2,2.0
2014-2015,NRTG,0.9779131027266503,0.9779131027266503,0.9789534479139989,0.9789534479139989,3,3,3.0
2014-2015,MOV,0.9775866915397159,0.9775866915397159,0.9781789673725487,0.9781789673725487,4,4,4.0
2014-2015,PW,0.9767085626274463,0.9767085626274463,0.9749082930393963,0.9749082930393963,5,5,5.0
2014-2015,PL,-0.9767085626274463,0.9767085626274463,-0.9749082930393963,0.9749082930393963,6,6,6.0
2014-2015,SRS,0.9717287956979551,0.9717287956979551,0.9653716327264398,0.9653716327264398,8,7,7.5
2014-2015,ADJUSTED_NRTG,0.9722275498370011,0.9722275498370011,0.9625922321765372,0.9625922321765372,7,9,8.0
2014-2015,ADJUSTED_MOV,0.9717260668566751,0.9717260668566751,0.9653716327264398,0.9653716327264398,9,8,8.5
2014-2015,PER100_PTS,0.8168745542967514,0.8168745542967514,0.8233263242417174,0.8233263242417174,13,10,11.5
2014-2015,ORTG,0.8195623657442697,0.8195623657442697,0.8229796183494059,0.8229796183494059,12,11,11.5
2014-2015,TS%,0.8437585200124681,0.8437585200124681,0.8212297540399658,0.8212297540399658,11,13,12.0
2014-2015,OFFENSIVE_EFG%,0.8491468740729621,0.8491468740729621,0.8124582126142188,0.8124582126142188,10,14,12.0
2014-2015,PLAYOFF_TEAM,0.7880652039091447,0.7880652039091447,0.8228547661961443,0.8228547661961443,17,12,14.5
2014-2015,ADJUSTED_ORTG,0.8001347059551788,0.8001347059551788,0.8044545225492808,0.8044545225492808,16,15,15.5
2014-2015,PER100_2P%,0.8094706375843098,0.8094706375843098,0.7823131635405359,0.7823131635405359,15,16,15.5
2014-2015,FG%_2P,0.8094706375843098,0.8094706375843098,0.7823131635405359,0.7823131635405359,14,17,15.5
2014-2015,PER100_FG%,0.7450895214375916,0.7450895214375916,0.7190111372048374,0.7190111372048374,18,18,18.0
2014-2015,FG%,0.7450895214375916,0.7450895214375916,0.7190111372048374,0.7190111372048374,19,19,19.0
2014-2015,PER100_FG,0.7135337029510351,0.7135337029510351,0.7081894194377103,0.7081894194377103,20,20,20.0
2014-2015,DRTG,-0.7073422462302722,0.7073422462302722,-0.6686709399088923,0.6686709399088923,21,24,22.5
2014-2015,FG%_3P,0.6939323265372448,0.6939323265372448,0.68059735182489,0.68059735182489,25,21,23.0
2014-2015,PER100_3P%,0.6939323265372448,0.6939323265372448,0.68059735182489,0.68059735182489,24,22,23.0
2014-2015,OPP_PER100_PTS,-0.6985473969819024,0.6985473969819024,-0.6689686562815725,0.6689686562815725,23,23,23.0
2014-2015,ADJUSTED_DRTG,-0.7019398435045896,0.7019398435045896,-0.6651082575783753,0.6651082575783753,22,25,23.5
2014-2015,DEFENSIVE_eFG%,-0.6806509181097684,0.6806509181097684,-0.6457614262791551,0.6457614262791551,26,27,26.5
2014-2015,OPP_FG%,-0.6730064173568623,0.6730064173568623,-0.6179535524424785,0.6179535524424785,27,28,27.5
2014-2015,PER100_AST,0.6291500340375855,0.6291500340375855,0.6596835301983508,0.6596835301983508,30,26,28.0
2014-2015,OPP_PER100_FG%,-0.6730064173568621,0.6730064173568621,-0.6179535524424785,0.6179535524424785,28,29,28.5
2014-2015,FG%3_CORNER,0.6562256527239988,0.6562256527239988,0.5647766829800442,0.5647766829800442,29,33,31.0
2014-2015,PER100_3P,0.6067131650743214,0.6067131650743214,0.6012700684016079,0.6012700684016079,33,30,31.5
2014-2015,OPP_FG%_3P,-0.6120180756056679,0.6120180756056679,-0.5815041818825377,0.5815041818825377,32,31,31.5
2014-2015,OPP_PER100_3P%,-0.6120180756056679,0.6120180756056679,-0.5815041818825377,0.5815041818825377,31,32,31.5
2014-2015,OPP_PER100_2P%,-0.5761955436763463,0.5761955436763463,-0.5320927122799197,0.5320927122799197,34,35,34.5
2014-2015,AVERAGE_AGE,0.5232524302533207,0.5232524302533207,0.5326946938876868,0.5326946938876868,37,34,35.5
2014-2015,OPP_FG%_2P,-0.5761955436763463,0.5761955436763463,-0.5320927122799197,0.5320927122799197,35,36,35.5
2014-2015,FG%_3-10,0.47349773995218275,0.47349773995218275,0.5197149101248447,0.5197149101248447,40,37,38.5
2014-2015,OPP_FG%3_CORNER,-0.560725127052072,0.560725127052072,-0.48813637570385676,0.48813637570385676,36,43,39.5
2014-2015,ATTENDANCE/G,0.5120890855155268,0.5120890855155268,0.489200817509103,0.489200817509103,38,42,40.0
2014-2015,%FGA_3P,0.4705696000604768,0.4705696000604768,0.4994989080488996,0.4994989080488996,42,39,40.5
2014-2015,3PA_RATE,0.4705696000604768,0.4705696000604768,0.4994989080488996,0.4994989080488996,41,41,41.0
2014-2015,PER100_3PA,0.4695379438228022,0.4695379438228022,0.5151448811341325,0.5151448811341325,44,38,41.0
2014-2015,%FGA_2P,-0.47056960006047677,0.47056960006047677,-0.4994989080488996,0.4994989080488996,43,40,41.5
2014-2015,TOTAL_ATTENDANCE,0.5053526375228067,0.5053526375228067,0.47851277051755226,0.47851277051755226,39,45,42.0
2014-2015,PER100_2PA,-0.44892778453650456,0.44892778453650456,-0.48735946970389854,0.48735946970389854,47,44,45.5
2014-2015,OPP_PER100_FG,-0.4607723199913237,0.4607723199913237,-0.4296700953834404,0.4296700953834404,45,48,46.5
2014-2015,OPP_%FGA_DUNKS,-0.4471047322403763,0.4471047322403763,-0.4637361889780827,0.4637361889780827,48,46,47.0
2014-2015,FG%_0-3,0.44632128959447165,0.44632128959447165,0.4493092803156726,0.4493092803156726,49,47,48.0
2014-2015,OPP_PER100_BLK,-0.44908232138030296,0.44908232138030296,-0.4161835437511482,0.4161835437511482,46,50,48.0
2014-2015,OPP_%ASTD_3P,-0.41028226434730913,0.41028226434730913,-0.4259632061424279,0.4259632061424279,53,49,51.0
2014-2015,OPP_PER100_AST,-0.4141080401029098,0.4141080401029098,-0.38159950323354436,0.38159950323354436,52,52,52.0
2014-2015,OPP_DUNKS_MADE,-0.399959473698214,0.399959473698214,-0.4006014653850372,0.4006014653850372,54,51,52.5
2014-2015,PER100_DRB,0.42222604044595874,0.42222604044595874,0.3570952690574013,0.3570952690574013,50,55,52.5
2014-2015,%FGA3P_CORNER,0.41667987077134194,0.41667987077134194,0.3438753551539561,0.3438753551539561,51,58,54.5
2014-2015,OPP_FG%_3-10,-0.37962558064287744,0.37962558064287744,-0.378676479988339,0.378676479988339,57,53,55.0
2014-2015,OPP_PER100_DRB,-0.3761504306245333,0.3761504306245333,-0.376044570579338,0.376044570579338,58,54,56.0
2014-2015,OPP_%FGA_10-16,0.396006904579671,0.396006904579671,0.34452006691425957,0.34452006691425957,55,57,56.0
2014-2015,PER100_PF,-0.38315409835625847,0.38315409835625847,-0.3388357360381506,0.3388357360381506,56,60,58.0
2014-2015,FG%_16-3PT,0.3456233344919079,0.3456233344919079,0.3543894918631675,0.3543894918631675,62,56,59.0
2014-2015,PER100_ORB,-0.346123196347279,0.346123196347279,-0.340473214983814,0.340473214983814,61,59,60.0
2014-2015,FGA_16-3PT,-0.35670354587685105,0.35670354587685105,-0.3341129819725081,0.3341129819725081,60,61,60.5
2014-2015,OPP_PER100_3P,-0.36414672084238603,0.36414672084238603,-0.3310291516726332,0.3310291516726332,59,63,61.0
2014-2015,DEFENSIVE_FT/FGA,-0.3310977223994589,0.3310977223994589,-0.330286497121514,0.330286497121514,65,64,64.5
2014-2015,AVERAGE_DISTANCE,0.3064924416296419,0.3064924416296419,0.3313232282784408,0.3313232282784408,68,62,65.0
2014-2015,OPP_FG%_0-3,-0.34170617104219003,0.34170617104219003,-0.2913000051267881,0.2913000051267881,63,71,67.0
2014-2015,OPP_PER100_FTA,-0.30637225976603333,0.30637225976603333,-0.32323119977797315,0.32323119977797315,69,65,67.0
2014-2015,OPP_PER100_FT,-0.3412275694268958,0.3412275694268958,-0.3092611186039086,0.3092611186039086,64,70,67.0
2014-2015,PER100_FT%,0.32185262062159936,0.32185262062159936,0.31009136514950014,0.31009136514950014,66,69,67.5
2014-2015,OPP_PER100_TRB,-0.288555198575294,0.288555198575294,-0.3124443161372053,0.3124443161372053,71,67,69.0
2014-2015,OPP_%FGA_0-3,-0.2781443379108705,0.2781443379108705,-0.31967033691776775,0.31967033691776775,73,66,69.5
2014-2015,LAYUPS_MADE,0.2792177929255855,0.2792177929255855,0.3104677753138697,0.3104677753138697,72,68,70.0
2014-2015,PER100_TOV,-0.3060849651968292,0.3060849651968292,-0.26824393606913155,0.26824393606913155,70,72,71.0
2014-2015,FG%_10-16,0.31955288863073283,0.31955288863073283,0.23323682421805078,0.23323682421805078,67,77,72.0
2014-2015,OPP_FG%_16-3PT,-0.23633949664745493,0.23633949664745493,-0.24459549810563852,0.24459549810563852,77,73,75.0
2014-2015,OFFENSIVE_TOV%,-0.25680261767889634,0.25680261767889634,-0.2148355795353768,0.2148355795353768,74,78,76.0
2014-2015,OPP_PER100_2P,-0.2282837413913149,0.2282837413913149,-0.24392689993314018,0.24392689993314018,79,74,76.5
2014-2015,SOS,-0.21498221693478223,0.21498221693478223,-0.24006242677718617,0.24006242677718617,80,75,77.5
2014-2015,OPP_PER100_STL,-0.23992590017599547,0.23992590017599547,-0.1905298476383208,0.1905298476383208,75,83,79.0
2014-2015,PER100_BLK,0.20152976038103032,0.20152976038103032,0.2113948371745748,0.2113948371745748,83,79,81.0
2014-2015,OPP_FG%_10-16,-0.20702708782437226,0.20702708782437226,-0.21107152907985013,0.21107152907985013,82,80,81.0
2014-2015,OPP_LAYUPS_MADE,-0.2351859364741939,0.2351859364741939,-0.18797331590021954,0.18797331590021954,78,84,81.0
2014-2015,OPP_%FGA_LAYUPS,-0.1813687569882282,0.1813687569882282,-0.236795186093158,0.236795186093158,87,76,81.5
2014-2015,%ASTD_2P,0.1938498403644888,0.1938498403644888,0.2004008810915761,0.2004008810915761,85,82,83.5
2014-2015,OPP_%FGA3P_CORNER,-0.23928190515954115,0.23928190515954115,-0.13211541341505573,0.13211541341505573,76,97,86.5
2014-2015,PER100_STL,0.1722283557009854,0.1722283557009854,0.20517399774891426,0.20517399774891426,92,81,86.5
2014-2015,OPP_FGA_16-3PT,0.19270780894535752,0.19270780894535752,0.16781814129708045,0.16781814129708045,86,87,86.5
2014-2015,OPP_PER100_2PA,0.2078892367023646,0.2078892367023646,0.13865688751859087,0.13865688751859087,81,93,87.0
2014-2015,OPP_PER100_FGA,0.19504442182060158,0.19504442182060158,0.15753119820638756,0.15753119820638756,84,90,87.0
2014-2015,OPP_PER100_ORB,0.17422445483551138,0.17422445483551138,0.1762937335993801,0.1762937335993801,90,86,88.0
2014-2015,%FGA_3-10,-0.16490563261477492,0.16490563261477492,-0.18048128790265053,0.18048128790265053,93,85,89.0
2014-2015,OFFENSIVE_ORB%,-0.1738130368917142,0.1738130368917142,-0.15974157068903028,0.15974157068903028,91,89,90.0
2014-2015,%FGA_10-16,-0.15688254044946282,0.15688254044946282,-0.16447515043458882,0.16447515043458882,95,88,91.5
2014-2015,OPP_%FGA_2P,0.17975449395000712,0.17975449395000712,0.10114738227729392,0.10114738227729392,88,102,95.0
2014-2015,OPP_%FGA_3P,-0.17975449395000692,0.17975449395000692,-0.10114738227729392,0.10114738227729392,89,103,96.0
2014-2015,PACE,0.16327024055149045,0.16327024055149045,0.12032085860176701,0.12032085860176701,94,99,96.5
2014-2015,OPP_PER100_FT%,-0.12885922253093346,0.12885922253093346,-0.1326339332071661,0.1326339332071661,100,95,97.5
2014-2015,OPP_PER100_TOV,0.10041047532375942,0.10041047532375942,0.14427362211971137,0.14427362211971137,104,91,97.5
2014-2015,OPP_%FGA_3-10,0.11403739895656628,0.11403739895656628,0.13462610135982758,0.13462610135982758,103,94,98.5
2014-2015,OPP_AVERAGE_DISTANCE,0.11692832895482103,0.11692832895482103,0.13239423043178342,0.13239423043178342,102,96,99.0
2014-2015,DEFENSIVE_TOV%,0.08817671602290217,0.08817671602290217,0.14136126443820043,0.14136126443820043,108,92,100.0
2014-2015,PER100_TRB,0.1445960411210112,0.1445960411210112,0.09993315756091205,0.09993315756091205,97,104,100.5
2014-2015,OPP_%ASTD_2P,-0.12418203418818016,0.12418203418818016,-0.10903220311702848,0.10903220311702848,101,100,100.5
2014-2015,OPP_PER100_3PA,-0.15508049633940726,0.15508049633940726,-0.09539730361259306,0.09539730361259306,96,106,101.0
2014-2015,MP,-0.1337581595829459,0.1337581595829459,-0.08688500019469214,0.08688500019469214,99,107,103.0
2014-2015,%ASTD_3P,0.13771707756637078,0.13771707756637078,0.06123360255575937,0.06123360255575937,98,110,104.0
2014-2015,FT_RATE,-0.09348173868684752,0.09348173868684752,-0.0981069261303871,0.0981069261303871,107,105,106.0
2014-2015,HEAVE_ATTEMPTS,-0.05302368030246306,0.05302368030246306,-0.10376893385170698,0.10376893385170698,111,101,106.0
2014-2015,PER100_FTA,-0.09753706093680946,0.09753706093680946,-0.07518379004163528,0.07518379004163528,105,108,106.5
2014-2015,PER100_2P,-0.0010519110678044693,0.0010519110678044693,-0.12235346556719412,0.12235346556719412,119,98,108.5
2014-2015,HEAVE_MAKES,0.09586988165583048,0.09586988165583048,0.02440368703882506,0.02440368703882506,106,117,111.5
2014-2015,PER100_FT,0.012120192647626076,0.012120192647626076,0.060785212686238335,0.060785212686238335,113,111,112.0
2014-2015,DEFENSIVE_DRB%,0.07532507489235588,0.07532507489235588,0.037321747807029584,0.037321747807029584,109,115,112.0
2014-2015,OFFENSIVE_FT/FGA,0.0034486846722896415,0.0034486846722896415,0.07189032724314372,0.07189032724314372,116,109,112.5
2014-2015,DUNKS_MADE,0.03312951932751687,0.03312951932751687,0.038298835053056764,0.038298835053056764,112,113,112.5
2014-2015,%FGA_LAYUPS,0.003224868889826086,0.003224868889826086,0.04957665007202437,0.04957665007202437,117,112,114.5
2014-2015,OPP_PER100_PF,-0.05939238243209674,0.05939238243209674,0.0027876901868059,0.0027876901868059,110,119,114.5
2014-2015,PER100_FGA,0.008065683280927176,0.008065683280927176,-0.03399086168439355,0.03399086168439355,115,116,115.5
2014-2015,%FGA_DUNKS,0.01116134538511802,0.01116134538511802,-0.02173428498048531,0.02173428498048531,114,118,116.0
2014-2015,%FGA_0-3,-0.0028517777213515312,0.0028517777213515312,-0.03741648942089678,0.03741648942089678,118,114,116.0
2013-2014,W,0.9999977777756273,0.9999977777756273,1.0,1.0,1,1,1.0
2013-2014,L,-0.9999977777756273,0.9999977777756273,-1.0,1.0,2,2,2.0
2013-2014,PL,-0.9726394790895376,0.9726394790895376,-0.9692307692307692,0.9692307692307692,3,4,3.5
2013-2014,NRTG,0.9710233674263633,0.9710233674263633,0.9702644366190742,0.9702644366190742,5,3,4.0
2013-2014,PW,0.9726394790895376,0.9726394790895376,0.9692307692307692,0.9692307692307692,4,5,4.5
2013-2014,ADJUSTED_NRTG,0.9641081026215949,0.9641081026215949,0.9652567232162926,0.9652567232162926,7,6,6.5
2013-2014,MOV,0.9674009834674457,0.9674009834674457,0.9634749849177854,0.9634749849177854,6,7,6.5
2013-2014,SRS,0.9602713261520749,0.9602713261520749,0.9604637857441342,0.9604637857441342,8,8,8.0
2013-2014,ADJUSTED_MOV,0.9602279385299314,0.9602279385299314,0.9604637857441342,0.9604637857441342,9,9,9.0
2013-2014,PLAYOFF_TEAM,0.8158093465131462,0.8158093465131462,0.8191741847491218,0.8191741847491218,10,10,10.0
2013-2014,ADJUSTED_DRTG,-0.7797952395028165,0.7797952395028165,-0.7913145218245242,0.7913145218245242,11,11,11.0
2013-2014,DRTG,-0.7571193471825527,0.7571193471825527,-0.7711330302055177,0.7711330302055177,12,12,12.0
2013-2014,OPP_PER100_PTS,-0.752418541736295,0.752418541736295,-0.7672164791560154,0.7672164791560154,13,13,13.0
2013-2014,ORTG,0.7504198469261656,0.7504198469261656,0.7501118236715445,0.7501118236715445,14,14,14.0
2013-2014,OPP_PER100_FG%,-0.7221976754333126,0.7221976754333126,-0.7477979754362721,0.7477979754362721,17,15,16.0
2013-2014,PER100_PTS,0.7472808232559225,0.7472808232559225,0.7425358165154389,0.7425358165154389,15,17,16.0
2013-2014,OPP_FG%,-0.7221976754333124,0.7221976754333124,-0.7477979754362721,0.7477979754362721,18,16,17.0
2013-2014,TS%,0.7264956387768137,0.7264956387768137,0.7269691415887471,0.7269691415887471,16,19,17.5
2013-2014,DEFENSIVE_eFG%,-0.7212608192232133,0.7212608192232133,-0.7347076349047093,0.7347076349047093,20,18,19.0
2013-2014,ADJUSTED_ORTG,0.7220172627289174,0.7220172627289174,0.7175950997237874,0.7175950997237874,19,20,19.5
2013-2014,PER100_FG%,0.673747130738347,0.673747130738347,0.7151461786857137,0.7151461786857137,23,21,22.0
2013-2014,OFFENSIVE_EFG%,0.6752735517611435,0.6752735517611435,0.6946302799660558,0.6946302799660558,22,23,22.5
2013-2014,OPP_PER100_AST,-0.6855409769950704,0.6855409769950704,-0.6811901724155007,0.6811901724155007,21,24,22.5
2013-2014,FG%,0.673747130738347,0.673747130738347,0.7151461786857137,0.7151461786857137,24,22,23.0
2013-2014,OPP_PER100_DRB,-0.621329390506455,0.621329390506455,-0.6807800499344515,0.6807800499344515,29,25,27.0
2013-2014,OPP_FG%_2P,-0.6442408060286942,0.6442408060286942,-0.6428970356991466,0.6428970356991466,26,29,27.5
2013-2014,OPP_PER100_2P%,-0.6442408060286945,0.6442408060286945,-0.6428970356991466,0.6428970356991466,25,30,27.5
2013-2014,OPP_PER100_3P%,-0.6408422167806986,0.6408422167806986,-0.6317842769244039,0.6317842769244039,27,31,29.0
2013-2014,AVERAGE_AGE,0.6020998364798595,0.6020998364798595,0.6450785905644354,0.6450785905644354,31,28,29.5
2013-2014,PER100_2P%,0.601866059611443,0.601866059611443,0.6503622179161037,0.6503622179161037,33,26,29.5
2013-2014,FG%_2P,0.601866059611443,0.601866059611443,0.6503622179161037,0.6503622179161037,32,27,29.5
2013-2014,OPP_FG%_3P,-0.6408422167806985,0.6408422167806985,-0.6317842769244039,0.6317842769244039,28,32,30.0
2013-2014,OPP_PER100_FG,-0.6107445255389418,0.6107445255389418,-0.6040157102270989,0.6040157102270989,30,33,31.5
2013-2014,OPP_PER100_TRB,-0.5819711568021647,0.5819711568021647,-0.5844764462265769,0.5844764462265769,35,34,34.5
2013-2014,PER100_DRB,0.5865232021778072,0.5865232021778072,0.5464986754992746,0.5464986754992746,34,37,35.5
2013-2014,FG%_0-3,0.5520608168887687,0.5520608168887687,0.5515321190139992,0.5515321190139992,37,36,36.5
2013-2014,FG%_3-10,0.5392280071557759,0.5392280071557759,0.5804836342045604,0.5804836342045604,39,35,37.0
2013-2014,OPP_%ASTD_3P,-0.5668947461109813,0.5668947461109813,-0.5401761139976337,0.5401761139976337,36,38,37.0
2013-2014,TOTAL_ATTENDANCE,0.5381463038873787,0.5381463038873787,0.5367486624253035,0.5367486624253035,40,39,39.5
2013-2014,PER100_FG,0.5464131007373675,0.5464131007373675,0.5103847236299188,0.5103847236299188,38,43,40.5
2013-2014,ATTENDANCE/G,0.5370277270445976,0.5370277270445976,0.5367486624253035,0.5367486624253035,41,40,40.5
2013-2014,OPP_LAYUPS_MADE,-0.5270719576384784,0.5270719576384784,-0.5154824946890436,0.5154824946890436,44,41,42.5
2013-2014,OPP_PER100_BLK,-0.511209375281061,0.511209375281061,-0.5139864323823162,0.5139864323823162,45,42,43.5
2013-2014,PER100_3P%,0.5331950522966439,0.5331950522966439,0.43958509445368277,0.43958509445368277,42,49,45.5
2013-2014,FG%_3P,0.5331950522966439,0.5331950522966439,0.43958509445368277,0.43958509445368277,43,48,45.5
2013-2014,OPP_%FGA_3-10,0.4071114645226926,0.4071114645226926,0.4764771460423634,0.4764771460423634,49,44,46.5
2013-2014,OPP_%ASTD_2P,-0.47411573817204683,0.47411573817204683,-0.45517341052136784,0.45517341052136784,47,46,46.5
2013-2014,OPP_FG%_0-3,-0.4864406785713081,0.4864406785713081,-0.4383913635391226,0.4383913635391226,46,50,48.0
2013-2014,%FGA3P_CORNER,0.4285047780135051,0.4285047780135051,0.3736215906970055,0.3736215906970055,48,54,51.0
2013-2014,OPP_%FGA_0-3,-0.3747359260580963,0.3747359260580963,-0.44719261327726506,0.44719261327726506,55,47,51.0
2013-2014,OPP_FG%3_CORNER,-0.3789673691629522,0.3789673691629522,-0.4103878835802406,0.4103878835802406,52,51,51.5
2013-2014,FG%_16-3PT,0.3605384116555427,0.3605384116555427,0.47542630540827424,0.47542630540827424,59,45,52.0
2013-2014,PER100_3P,0.3946027871114166,0.3946027871114166,0.3773712728692305,0.3773712728692305,51,53,52.0
2013-2014,OPP_PER100_3P,-0.4004134502786902,0.4004134502786902,-0.356155227411688,0.356155227411688,50,57,53.5
2013-2014,PER100_AST,0.37541010742293,0.37541010742293,0.36933023350281785,0.36933023350281785,53,55,54.0
2013-2014,FG%3_CORNER,0.36586363043705983,0.36586363043705983,0.35241715929043516,0.35241715929043516,58,58,58.0
2013-2014,PER100_2PA,-0.3306209246235759,0.3306209246235759,-0.4056133009833182,0.4056133009833182,67,52,59.5
2013-2014,OPP_%FGA3P_CORNER,-0.3751825688616915,0.3751825688616915,-0.31896174683926504,0.31896174683926504,54,67,60.5
2013-2014,OPP_%FGA_DUNKS,-0.35862805381713203,0.35862805381713203,-0.3319937655811139,0.3319937655811139,60,61,60.5
2013-2014,PER100_FT%,0.35040611565943675,0.35040611565943675,0.33819771894934664,0.33819771894934664,62,60,61.0
2013-2014,OPP_PER100_FTA,-0.3368549143465308,0.3368549143465308,-0.3405014455973296,0.3405014455973296,63,59,61.0
2013-2014,OPP_%FGA_10-16,0.374731693585134,0.374731693585134,0.30848430979447483,0.30848430979447483,56,69,62.5
2013-2014,OPP_PER100_FT,-0.33382451790361495,0.33382451790361495,-0.330734198801255,0.330734198801255,65,62,63.5
2013-2014,PER100_BLK,0.3030275330742057,0.3030275330742057,0.3689322249102691,0.3689322249102691,73,56,64.5
2013-2014,OPP_FG%_16-3PT,-0.36979753762403095,0.36979753762403095,-0.2926883710705355,0.2926883710705355,57,74,65.5
2013-2014,OFFENSIVE_FT/FGA,0.35583522910226906,0.35583522910226906,0.3023178370298141,0.3023178370298141,61,71,66.0
2013-2014,3PA_RATE,0.30726783299231797,0.30726783299231797,0.31936709212216996,0.31936709212216996,71,64,67.5
2013-2014,%FGA_2P,-0.307267832992318,0.307267832992318,-0.31936709212216996,0.31936709212216996,70,66,68.0
2013-2014,%FGA_3P,0.30726783299231797,0.30726783299231797,0.31936709212216996,0.31936709212216996,72,65,68.5
2013-2014,OPP_DUNKS_MADE,-0.3313796715807386,0.3313796715807386,-0.3020949709501754,0.3020949709501754,66,72,69.0
2013-2014,DEFENSIVE_FT/FGA,-0.32000381235197584,0.32000381235197584,-0.3054473469562281,0.3054473469562281,69,70,69.5
2013-2014,DEFENSIVE_DRB%,0.3355011779223725,0.3355011779223725,0.27848955776461354,0.27848955776461354,64,77,70.5
2013-2014,OPP_%FGA_LAYUPS,-0.2722270624607918,0.2722270624607918,-0.32850134626012295,0.32850134626012295,79,63,71.0
