SEASON,STATISTIC,PEARSON_CORRELATION,PEARSON_CORRELATION_ABS,SPEARMAN_CORRELATION,SPEARMAN_CORRELATION_ABS,PEARSON_CORRELATION_RANK,SPEARMAN_CORRELATION_RANK,AVERAGE_RANK
2011-2012,PER100_2P,0.2335471783381267,0.2335471783381267,0.26272984578485054,0.26272984578485054,74,66,70.0
2011-2012,DUNKS_MADE,0.20583106770775425,0.20583106770775425,0.26297626835800175,0.26297626835800175,77,65,71.0
2011-2012,%FGA_DUNKS,0.22242287851386944,0.22242287851386944,0.24570602489778964,0.24570602489778964,75,69,72.0
2011-2012,PER100_3P,0.27326778696872683,0.27326778696872683,0.22071118184164198,0.22071118184164198,72,74,73.0
2011-2012,PER100_STL,0.2863694783853497,0.2863694783853497,0.20978028123928763,0.20978028123928763,69,77,73.0
2011-2012,FT_RATE,0.20429113987408637,0.20429113987408637,0.23451431264291056,0.23451431264291056,78,72,75.0
2011-2012,PER100_BLK,0.25369395920808174,0.25369395920808174,0.2064041687155617,0.2064041687155617,73,78,75.5
2011-2012,FGA_16-3PT,-0.3191322129639677,0.3191322129639677,-0.15717950640234787,0.15717950640234787,63,88,75.5
2011-2012,OPP_%FGA_LAYUPS,-0.34564644262934807,0.34564644262934807,-0.1292949865716774,0.1292949865716774,59,93,76.0
2011-2012,PER100_FTA,0.2021474252995367,0.2021474252995367,0.22930365675369907,0.22930365675369907,80,73,76.5
2011-2012,PER100_TOV,-0.20326023807438548,0.20326023807438548,-0.2197189600765527,0.2197189600765527,79,75,77.0
2011-2012,OFFENSIVE_FT/FGA,0.19945949427926596,0.19945949427926596,0.18738156397767686,0.18738156397767686,81,80,80.5
2011-2012,OFFENSIVE_ORB%,0.18048346049946043,0.18048346049946043,0.19650022779792617,0.19650022779792617,84,79,81.5
2011-2012,OPP_FG%_10-16,-0.191351456163435,0.191351456163435,-0.18589101674191313,0.18589101674191313,83,81,82.0
2011-2012,PER100_FT,0.19597109394917422,0.19597109394917422,0.182041038887656,0.182041038887656,82,82,82.0
2011-2012,OFFENSIVE_TOV%,-0.1737765702167174,0.1737765702167174,-0.17623453459173533,0.17623453459173533,85,83,84.0
2011-2012,PER100_2PA,-0.1543136958804191,0.1543136958804191,-0.1594833187831169,0.1594833187831169,88,84,86.0
2011-2012,%FGA_2P,-0.15454619466314476,0.15454619466314476,-0.13389777937322617,0.13389777937322617,87,90,88.5
2011-2012,OPP_FG%_3P,-0.13445280849712338,0.13445280849712338,-0.15934924694162703,0.15934924694162703,94,86,90.0
2011-2012,DEFENSIVE_TOV%,0.14497753974038372,0.14497753974038372,0.13852332406856774,0.13852332406856774,91,89,90.0
2011-2012,SOS,-0.13932887986764647,0.13932887986764647,-0.1590201431417704,0.1590201431417704,93,87,90.0
2011-2012,3PA_RATE,0.15362434228093153,0.15362434228093153,0.1317959296230704,0.1317959296230704,89,91,90.0
2011-2012,OPP_PER100_3P%,-0.13445280849712332,0.13445280849712332,-0.15934924694162703,0.15934924694162703,95,85,90.0
2011-2012,OPP_PER100_STL,-0.1601829203833499,0.1601829203833499,-0.11816126207619426,0.11816126207619426,86,95,90.5
2011-2012,%FGA_3P,0.15362434228093153,0.15362434228093153,0.1317959296230704,0.1317959296230704,90,92,91.0
2011-2012,%FGA_10-16,0.11879357300411052,0.11879357300411052,0.12564050432351798,0.12564050432351798,97,94,95.5
2011-2012,PER100_3PA,0.14264257057309343,0.14264257057309343,0.09501006222336954,0.09501006222336954,92,100,96.0
2011-2012,OPP_PER100_FT%,-0.1152153015508241,0.1152153015508241,-0.10596101922875015,0.10596101922875015,98,96,97.0
2011-2012,OPP_PER100_TOV,0.11392086132064157,0.11392086132064157,0.10104841514180546,0.10104841514180546,99,97,98.0
2011-2012,%FGA_LAYUPS,-0.10975637862448145,0.10975637862448145,-0.09825111597935565,0.09825111597935565,100,99,99.5
2011-2012,OPP_FG%3_CORNER,-0.12637659228785633,0.12637659228785633,-0.07106262567234439,0.07106262567234439,96,104,100.0
2011-2012,%ASTD_2P,-0.10288233388213361,0.10288233388213361,-0.08310128403696067,0.08310128403696067,101,101,101.0
2011-2012,PER100_FGA,-0.06697708781174828,0.06697708781174828,-0.09947647003351995,0.09947647003351995,108,98,103.0
2011-2012,OPP_PER100_3P,-0.09752198993683064,0.09752198993683064,-0.0540118562784544,0.0540118562784544,103,108,105.5
2011-2012,HEAVE_MAKES,0.034547402523147745,0.034547402523147745,0.08178608201095307,0.08178608201095307,113,102,107.5
2011-2012,OPP_PER100_2PA,0.08575648958991247,0.08575648958991247,0.040445688727693274,0.040445688727693274,106,109,107.5
2011-2012,%FGA_3-10,0.09887098110091873,0.09887098110091873,0.026852371855025012,0.026852371855025012,102,113,107.5
2011-2012,OPP_PER100_PF,0.03457793236001007,0.03457793236001007,0.06465277043846078,0.06465277043846078,112,106,109.0
2011-2012,OPP_%FGA_3P,-0.08648193884230382,0.08648193884230382,-0.02050824839184255,0.02050824839184255,104,114,109.0
2011-2012,PACE,-0.025015793313430887,0.025015793313430887,-0.06962238944115338,0.06962238944115338,115,105,110.0
2011-2012,OPP_%FGA_2P,0.0864819388423035,0.0864819388423035,0.02050824839184255,0.02050824839184255,105,115,110.0
2011-2012,%FGA_0-3,-0.029904675012762463,0.029904675012762463,-0.0612540679683759,0.0612540679683759,114,107,110.5
2011-2012,PER100_FT%,-0.002023194271798387,0.002023194271798387,0.07876561474514858,0.07876561474514858,119,103,111.0
2011-2012,OPP_PER100_3PA,-0.08354053898676737,0.08354053898676737,0.015726077853194888,0.015726077853194888,107,117,112.0
2011-2012,OPP_PER100_FGA,0.05145620084541825,0.05145620084541825,-0.007577446707713732,0.007577446707713732,109,118,113.5
2011-2012,LAYUPS_MADE,0.03574623809738,0.03574623809738,-0.01793273155681418,0.01793273155681418,111,116,113.5
2011-2012,PER100_ORB,0.015375699976949563,0.015375699976949563,-0.039263809787615664,0.039263809787615664,118,110,114.0
2011-2012,AVERAGE_DISTANCE,-0.016309623851858128,0.016309623851858128,-0.027641552180309524,0.027641552180309524,117,111,114.0
2011-2012,HEAVE_ATTEMPTS,0.01649031708284346,0.01649031708284346,0.0274760937250622,0.0274760937250622,116,112,114.0
2011-2012,OPP_%FGA_3-10,0.049143603341540706,0.049143603341540706,-0.00457028204823602,0.00457028204823602,110,119,114.5
2010-2011,W,0.9999986672853551,0.9999986672853551,1.0,1.0,1,1,1.0
2010-2011,L,-0.9999986672853551,0.9999986672853551,-1.0,1.0,2,2,2.0
2010-2011,MOV,0.9721816298781241,0.9721816298781241,0.9736286288548484,0.9736286288548484,5,3,4.0
2010-2011,PW,0.9715608558500204,0.9715608558500204,0.972046035552017,0.972046035552017,6,4,5.0
2010-2011,SRS,0.9722905081406931,0.9722905081406931,0.9687291582025973,0.9687291582025973,3,7,5.0
2010-2011,PL,-0.9715608558500204,0.9715608558500204,-0.972046035552017,0.972046035552017,7,5,6.0
2010-2011,ADJUSTED_MOV,0.9722716771592125,0.9722716771592125,0.9687291582025973,0.9687291582025973,4,8,6.0
2010-2011,NRTG,0.9708179579253867,0.9708179579253867,0.9705130172425128,0.9705130172425128,9,6,7.5
2010-2011,ADJUSTED_NRTG,0.9708491572186209,0.9708491572186209,0.9680650366899635,0.9680650366899635,8,9,8.5
2010-2011,PLAYOFF_TEAM,0.8045144011484769,0.8045144011484769,0.8262577002996184,0.8262577002996184,10,10,10.0
2010-2011,DRTG,-0.7627261225850045,0.7627261225850045,-0.781350883636428,0.781350883636428,12,11,11.5
2010-2011,ADJUSTED_DRTG,-0.7639182580315572,0.7639182580315572,-0.7731167672323984,0.7731167672323984,11,13,12.0
2010-2011,TS%,0.7589177186447665,0.7589177186447665,0.7787322857061608,0.7787322857061608,13,12,12.5
2010-2011,OPP_PER100_PTS,-0.7546774810429906,0.7546774810429906,-0.768340202912874,0.768340202912874,15,14,14.5
2010-2011,ORTG,0.7547582881165108,0.7547582881165108,0.7626572139624149,0.7626572139624149,14,15,14.5
2010-2011,PER100_PTS,0.7382225029780181,0.7382225029780181,0.7531441337686359,0.7531441337686359,17,16,16.5
2010-2011,DEFENSIVE_eFG%,-0.743483633528199,0.743483633528199,-0.7310691148426001,0.7310691148426001,16,18,17.0
2010-2011,OFFENSIVE_EFG%,0.7243395924078696,0.7243395924078696,0.7326578740790496,0.7326578740790496,21,17,19.0
2010-2011,ADJUSTED_ORTG,0.7247638103628113,0.7247638103628113,0.7173380992273339,0.7173380992273339,20,19,19.5
2010-2011,PER100_2P%,0.7293232179444787,0.7293232179444787,0.705856174256432,0.705856174256432,18,21,19.5
2010-2011,FG%_2P,0.7293232179444787,0.7293232179444787,0.705856174256432,0.705856174256432,19,22,20.5
2010-2011,FG%,0.6909139544516354,0.6909139544516354,0.676578788494329,0.676578788494329,24,23,23.5
2010-2011,PER100_DRB,0.6732821320311755,0.6732821320311755,0.7060134330696245,0.7060134330696245,28,20,24.0
2010-2011,PER100_FG%,0.6909139544516354,0.6909139544516354,0.676578788494329,0.676578788494329,25,24,24.5
2010-2011,OPP_PER100_FG%,-0.7115528052076255,0.7115528052076255,-0.6608018472926107,0.6608018472926107,22,27,24.5
2010-2011,OPP_PER100_2P%,-0.6830920878380299,0.6830920878380299,-0.6644387665737663,0.6644387665737663,26,25,25.5
2010-2011,OPP_FG%,-0.7115528052076252,0.7115528052076252,-0.6608018472926107,0.6608018472926107,23,28,25.5
2010-2011,OPP_FG%_2P,-0.6830920878380295,0.6830920878380295,-0.6644387665737663,0.6644387665737663,27,26,26.5
2010-2011,OPP_PER100_AST,-0.6467793874293138,0.6467793874293138,-0.6322826919487785,0.6322826919487785,29,30,29.5
2010-2011,OPP_DUNKS_MADE,-0.6353472392909577,0.6353472392909577,-0.5626043440520843,0.5626043440520843,30,32,31.0
2010-2011,OPP_PER100_FT,-0.5745501426361778,0.5745501426361778,-0.6401431311862701,0.6401431311862701,35,29,32.0
2010-2011,OPP_%FGA_DUNKS,-0.6323738944836662,0.6323738944836662,-0.5593451210696186,0.5593451210696186,31,34,32.5
2010-2011,DEFENSIVE_FT/FGA,-0.5477828034558283,0.5477828034558283,-0.6173982220786779,0.6173982220786779,36,31,33.5
2010-2011,AVERAGE_AGE,0.5947803738370033,0.5947803738370033,0.5602181656277827,0.5602181656277827,34,33,33.5
2010-2011,OPP_FG%_3P,-0.596115006053171,0.596115006053171,-0.5311945068785576,0.5311945068785576,33,38,35.5
2010-2011,OPP_PER100_3P%,-0.5961150060531712,0.5961150060531712,-0.5311945068785576,0.5311945068785576,32,39,35.5
2010-2011,OPP_PER100_FTA,-0.5308372707615786,0.5308372707615786,-0.558165427036388,0.558165427036388,38,35,36.5
2010-2011,FG%_0-3,0.5366932944888524,0.5366932944888524,0.5326655569996588,0.5326655569996588,37,37,37.0
2010-2011,OPP_LAYUPS_MADE,-0.5196773035896838,0.5196773035896838,-0.5432991985752449,0.5432991985752449,40,36,38.0
2010-2011,OPP_PER100_FG,-0.524580425608347,0.524580425608347,-0.4893618509039789,0.4893618509039789,39,43,41.0
2010-2011,OPP_%FGA3P_CORNER,-0.47761214975878613,0.47761214975878613,-0.5051225445431887,0.5051225445431887,44,40,42.0
2010-2011,OPP_%ASTD_2P,-0.4678062528809958,0.4678062528809958,-0.5046760312152061,0.5046760312152061,45,41,43.0
2010-2011,ATTENDANCE/G,0.48877066111347617,0.48877066111347617,0.4657839360441594,0.4657839360441594,42,45,43.5
2010-2011,TOTAL_ATTENDANCE,0.48672211996082043,0.48672211996082043,0.4657839360441594,0.4657839360441594,43,46,44.5
2010-2011,FG%_10-16,0.4466601491149482,0.4466601491149482,0.4995547640249332,0.4995547640249332,48,42,45.0
2010-2011,PER100_FG,0.4896736853398391,0.4896736853398391,0.4312765498626449,0.4312765498626449,41,50,45.5
2010-2011,PER100_PF,-0.4337330157347082,0.4337330157347082,-0.47049002440365356,0.47049002440365356,50,44,47.0
2010-2011,OPP_FG%_16-3PT,-0.4499365014446262,0.4499365014446262,-0.4499889621500737,0.4499889621500737,47,48,47.5
2010-2011,OPP_%FGA_0-3,-0.44659744641984755,0.44659744641984755,-0.4544543880689491,0.4544543880689491,49,47,48.0
2010-2011,FG%_3P,0.4212478536303189,0.4212478536303189,0.4185684095845271,0.4185684095845271,54,51,52.5
2010-2011,PER100_3P%,0.4212478536303189,0.4212478536303189,0.4185684095845271,0.4185684095845271,55,52,53.5
2010-2011,OPP_PER100_STL,-0.4271564924346992,0.4271564924346992,-0.4044511946618248,0.4044511946618248,53,54,53.5
2010-2011,OFFENSIVE_FT/FGA,0.41165461069790205,0.41165461069790205,0.41044194844099774,0.41044194844099774,58,53,55.5
2010-2011,OPP_PER100_DRB,-0.4209187044806224,0.4209187044806224,-0.4043934744557412,0.4043934744557412,56,55,55.5
2010-2011,DEFENSIVE_DRB%,0.3880659140984718,0.3880659140984718,0.4388289017505867,0.4388289017505867,62,49,55.5
2010-2011,PER100_AST,0.4163042128488873,0.4163042128488873,0.3973502659181713,0.3973502659181713,57,56,56.5
2010-2011,SOS,-0.451594221697775,0.451594221697775,-0.3652048085485307,0.3652048085485307,46,67,56.5
2010-2011,OPP_FG%_0-3,-0.433180388870704,0.433180388870704,-0.38590828138913624,0.38590828138913624,51,64,57.5
2010-2011,PER100_FT,0.3982433639905846,0.3982433639905846,0.3961466256254038,0.3961466256254038,60,57,58.5
2010-2011,PER100_TOV,-0.43072433845450303,0.43072433845450303,-0.3733706612644605,0.3733706612644605,52,65,58.5
2010-2011,OPP_PER100_TRB,-0.3888520018926737,0.3888520018926737,-0.3952323803795395,0.3952323803795395,61,59,60.0
2010-2011,FG%_3-10,0.38509023784069013,0.38509023784069013,0.39229656259996637,0.39229656259996637,65,60,62.5
2010-2011,OPP_PER100_BLK,-0.387754257719611,0.387754257719611,-0.38932268438507817,0.38932268438507817,63,63,63.0
2010-2011,FG%_16-3PT,0.37565149197399833,0.37565149197399833,0.3954110929784064,0.3954110929784064,68,58,63.0
2010-2011,PER100_2PA,-0.38363635145740527,0.38363635145740527,-0.39013259194989863,0.39013259194989863,66,62,64.0
2010-2011,PER100_ORB,-0.4069665850597085,0.4069665850597085,-0.3573659450767885,0.3573659450767885,59,70,64.5
2010-2011,PER100_3P,0.3559060837950422,0.3559060837950422,0.3695869999522952,0.3695869999522952,69,66,67.5
2010-2011,PER100_TRB,0.38100651279237424,0.38100651279237424,0.3503398636678838,0.3503398636678838,67,71,69.0
2010-2011,OPP_PER100_3P,-0.3866036333756656,0.3866036333756656,-0.31381157983107594,0.31381157983107594,64,79,71.5
2010-2011,3PA_RATE,0.33074524907527264,0.33074524907527264,0.32472736170421357,0.32472736170421357,72,75,73.5
2010-2011,PER100_FT%,0.2838092367509714,0.2838092367509714,0.3922289119724621,0.3922289119724621,86,61,73.5
2010-2011,OPP_PER100_FT%,-0.3290013470466312,0.3290013470466312,-0.32832169028498465,0.32832169028498465,75,74,74.5
2010-2011,%FGA_3P,0.33074524907527264,0.33074524907527264,0.32472736170421357,0.32472736170421357,73,76,74.5
2010-2011,FT_RATE,0.33940005248366745,0.33940005248366745,0.30995324749683073,0.30995324749683073,70,80,75.0
2010-2011,OPP_PER100_PF,0.3140371217370482,0.3140371217370482,0.3441016975739565,0.3441016975739565,79,72,75.5
2010-2011,OPP_PER100_2P,-0.31463163213774126,0.31463163213774126,-0.3377129684014829,0.3377129684014829,78,73,75.5
2010-2011,%FGA_2P,-0.3307452490752726,0.3307452490752726,-0.32472736170421357,0.32472736170421357,74,77,75.5
2010-2011,AVERAGE_DISTANCE,0.30834284406140205,0.30834284406140205,0.3606160957924861,0.3606160957924861,82,69,75.5
2010-2011,OPP_%FGA_10-16,0.2949089220965373,0.2949089220965373,0.36433512257249784,0.36433512257249784,84,68,76.0
2010-2011,OFFENSIVE_TOV%,-0.33708887892916445,0.33708887892916445,-0.2883119796230696,0.2883119796230696,71,84,77.5
2010-2011,PACE,-0.321098580004719,0.321098580004719,-0.29649415876454055,0.29649415876454055,77,82,79.5
2010-2011,PER100_3PA,0.30361868310014567,0.30361868310014567,0.32082408527974576,0.32082408527974576,83,78,80.5
2010-2011,OPP_FGA_16-3PT,0.3289775586063881,0.3289775586063881,0.2739726452174567,0.2739726452174567,76,86,81.0
2010-2011,PER100_FTA,0.31290286761477765,0.31290286761477765,0.27927426536064115,0.27927426536064115,80,85,82.5
2010-2011,OPP_%FGA_LAYUPS,-0.2878750369635879,0.2878750369635879,-0.28979071840858955,0.28979071840858955,85,83,84.0
2010-2011,PER100_FGA,-0.31092320803413753,0.31092320803413753,-0.2683442973450622,0.2683442973450622,81,90,85.5
2010-2011,%FGA3P_CORNER,0.26630753291491066,0.26630753291491066,0.2981850739792849,0.2981850739792849,91,81,86.0
2010-2011,OPP_PER100_2PA,0.27228805702633363,0.27228805702633363,0.27195814484441483,0.27195814484441483,89,87,88.0
2010-2011,%FGA_3-10,-0.2763705667014971,0.2763705667014971,-0.26622148189368655,0.26622148189368655,87,91,89.0
2010-2011,OPP_PER100_FGA,0.26910436693600265,0.26910436693600265,0.26891806677445507,0.26891806677445507,90,89,89.5
2010-2011,FG%3_CORNER,0.2524052485031098,0.2524052485031098,0.26316375538771863,0.26316375538771863,92,92,92.0
2010-2011,OPP_FG%_10-16,-0.27326874070178553,0.27326874070178553,-0.2093541410364186,0.2093541410364186,88,96,92.0
2010-2011,OPP_%FGA_3-10,0.20307262990266936,0.20307262990266936,0.2704507529271147,0.2704507529271147,97,88,92.5
2010-2011,OPP_%ASTD_3P,-0.2439198099593425,0.2439198099593425,-0.23472454235526125,0.23472454235526125,94,94,94.0
2010-2011,OFFENSIVE_ORB%,-0.24517157677873266,0.24517157677873266,-0.21879524659047606,0.21879524659047606,93,95,94.0
2010-2011,OPP_AVERAGE_DISTANCE,0.23188183798250797,0.23188183798250797,0.2564199235503159,0.2564199235503159,96,93,94.5
2010-2011,PER100_STL,0.2384884945909512,0.2384884945909512,0.19322136510388738,0.19322136510388738,95,98,96.5
2010-2011,MP,-0.17940016219728536,0.17940016219728536,-0.1965672890571382,0.1965672890571382,98,97,97.5
2010-2011,OPP_%FGA_3P,-0.1721879662588882,0.1721879662588882,-0.18711041852181656,0.18711041852181656,99,99,99.0
2010-2011,OPP_%FGA_2P,0.17218796625888774,0.17218796625888774,0.18711041852181656,0.18711041852181656,100,100,100.0
2010-2011,FGA_16-3PT,-0.12624178317153922,0.12624178317153922,-0.1513026089612762,0.1513026089612762,103,101,102.0
2010-2011,OPP_PER100_3PA,-0.1317865004033436,0.1317865004033436,-0.1437479202790354,0.1437479202790354,102,102,102.0
2010-2011,HEAVE_ATTEMPTS,-0.15041258741130575,0.15041258741130575,-0.1188955604991724,0.1188955604991724,101,104,102.5
2010-2011,%ASTD_2P,0.11425510214531412,0.11425510214531412,0.09919839925275724,0.09919839925275724,105,106,105.5
2010-2011,%FGA_0-3,-0.07216415268356291,0.07216415268356291,-0.12033841775555155,0.12033841775555155,109,103,106.0
2010-2011,OPP_FG%3_CORNER,-0.07914132864751348,0.07914132864751348,-0.115303283963988,0.115303283963988,108,105,106.5
2010-2011,PER100_BLK,0.11120506545546138,0.11120506545546138,0.06990755679176998,0.06990755679176998,106,108,107.0
2010-2011,LAYUPS_MADE,0.08258908941714596,0.08258908941714596,0.05007790019427556,0.05007790019427556,107,111,109.0
2010-2011,OPP_PER100_ORB,-0.04419141294159265,0.04419141294159265,-0.0794290241165041,0.0794290241165041,112,107,109.5
2010-2011,%ASTD_3P,0.12177853315637166,0.12177853315637166,-0.008240535338667542,0.008240535338667542,104,118,111.0
2010-2011,HEAVE_MAKES,0.02779840441656622,0.02779840441656622,0.05046083381731118,0.05046083381731118,114,110,112.0
2010-2011,DEFENSIVE_TOV%,0.06120466911604559,0.06120466911604559,-0.04337167399042827,0.04337167399042827,111,113,112.0
2010-2011,OPP_FG%_3-10,-0.03790695506172254,0.03790695506172254,0.0483134813190651,0.0483134813190651,113,112,112.5
2010-2011,%FGA_LAYUPS,-0.0031158135991723834,0.0031158135991723834,-0.057002896091371165,0.057002896091371165,118,109,113.5
2010-2011,OPP_PER100_TOV,0.07108219237989569,0.07108219237989569,-0.0021231584888529,0.0021231584888529,110,119,114.5
2010-2011,PER100_2P,0.004143802542752406,0.004143802542752406,0.03740398553734072,0.03740398553734072,117,114,115.5
2010-2011,%FGA_10-16,-0.02395806973657403,0.02395806973657403,-0.01381000325486367,0.01381000325486367,116,115,115.5
2010-2011,DUNKS_MADE,-0.026444201743166036,0.026444201743166036,-0.012797685605203755,0.012797685605203755,115,117,116.0
2010-2011,%FGA_DUNKS,0.0009855324929109947,0.0009855324929109947,0.013480397510970108,0.013480397510970108,119,116,117.5
2009-2010,W,0.9999987490925106,0.9999987490925106,1.0,1.0,1,1,1.0
2009-2010,L,-0.9999987490925106,0.9999987490925106,-1.0,1.0,2,2,2.0
2009-2010,ADJUSTED_MOV,0.9747672119208268,0.9747672119208268,0.9534125295364,0.9534125295364,3,3,3.0
2009-2010,SRS,0.974663330573614,0.974663330573614,0.9534125295364,0.9534125295364,4,4,4.0
2009-2010,MOV,0.974530948342102,0.974530948342102,0.9534125295364,0.9534125295364,5,5,5.0
2009-2010,ADJUSTED_NRTG,0.9740602791348039,0.9740602791348039,0.952520864790516,0.952520864790516,6,6,6.0
2009-2010,PL,-0.9729187956584519,0.9729187956584519,-0.9518023318969776,0.9518023318969776,8,7,7.5
2009-2010,NRTG,0.9737075820141103,0.9737075820141103,0.9514062838581611,0.9514062838581611,7,9,8.0
2009-2010,PW,0.9729187956584519,0.9729187956584519,0.9518023318969776,0.9518023318969776,9,8,8.5
2009-2010,PLAYOFF_TEAM,0.8496736856203371,0.8496736856203371,0.8585805534171044,0.8585805534171044,10,10,10.0
2009-2010,ORTG,0.7697077215043686,0.7697077215043686,0.7666087652737151,0.7666087652737151,11,11,11.0
2009-2010,PER100_PTS,0.764284274477504,0.764284274477504,0.7626545019985347,0.7626545019985347,12,12,12.0
2009-2010,ADJUSTED_ORTG,0.7540305466246223,0.7540305466246223,0.7512275484072172,0.7512275484072172,13,13,13.0
2009-2010,OPP_PER100_FG%,-0.7486954992279822,0.7486954992279822,-0.725549998570488,0.725549998570488,15,14,14.5
2009-2010,DEFENSIVE_eFG%,-0.7526556338656966,0.7526556338656966,-0.71511487182715,0.71511487182715,14,16,15.0
2009-2010,OPP_FG%,-0.748695499227982,0.748695499227982,-0.725549998570488,0.725549998570488,16,15,15.5
2009-2010,DRTG,-0.7244997255332629,0.7244997255332629,-0.6923432339649017,0.6923432339649017,17,19,18.0
2009-2010,TS%,0.6818476432168183,0.6818476432168183,0.7052000131678109,0.7052000131678109,20,18,19.0
2009-2010,OPP_PER100_PTS,-0.7153589744611973,0.7153589744611973,-0.6843228677641663,0.6843228677641663,18,20,19.0
2009-2010,PER100_DRB,0.6758558406700406,0.6758558406700406,0.7057121749631742,0.7057121749631742,23,17,20.0
2009-2010,ADJUSTED_DRTG,-0.7109372989079512,0.7109372989079512,-0.6647360680564752,0.6647360680564752,19,21,20.0
2009-2010,OPP_PER100_2P%,-0.6805725868535745,0.6805725868535745,-0.6452084029258259,0.6452084029258259,21,22,21.5
2009-2010,OPP_FG%_2P,-0.6805725868535745,0.6805725868535745,-0.6452084029258259,0.6452084029258259,22,23,22.5
2009-2010,OFFENSIVE_EFG%,0.651429952143128,0.651429952143128,0.6366275863256202,0.6366275863256202,26,24,25.0
2009-2010,OPP_PER100_3P%,-0.6489573788098627,0.6489573788098627,-0.6327191552571415,0.6327191552571415,27,25,26.0
2009-2010,OPP_DUNKS_MADE,-0.6593513699223482,0.6593513699223482,-0.6239697774719776,0.6239697774719776,25,27,26.0
2009-2010,OPP_FG%_3P,-0.6489573788098626,0.6489573788098626,-0.6327191552571415,0.6327191552571415,28,26,27.0
2009-2010,SOS,-0.6470729031601642,0.6470729031601642,-0.6150671021904033,0.6150671021904033,29,28,28.5
2009-2010,OPP_PER100_AST,-0.6744098055064128,0.6744098055064128,-0.5700103286439642,0.5700103286439642,24,36,30.0
2009-2010,OPP_FG%_0-3,-0.6226301891586961,0.6226301891586961,-0.6087733953999448,0.6087733953999448,33,30,31.5
2009-2010,PER100_2P%,0.6253386295834232,0.6253386295834232,0.5926590068030412,0.5926590068030412,30,33,31.5
2009-2010,FG%_2P,0.6253386295834232,0.6253386295834232,0.5926590068030412,0.5926590068030412,31,34,32.5
2009-2010,FG%,0.6006375093742088,0.6006375093742088,0.5949599204386034,0.5949599204386034,35,31,33.0
2009-2010,PER100_FG%,0.6006375093742088,0.6006375093742088,0.5949599204386034,0.5949599204386034,34,32,33.0
2009-2010,OPP_%FGA_DUNKS,-0.6250352434454234,0.6250352434454234,-0.5774255096682808,0.5774255096682808,32,35,33.5
2009-2010,AVERAGE_AGE,0.5482052912642719,0.5482052912642719,0.6101946129902373,0.6101946129902373,40,29,34.5
2009-2010,OPP_PER100_FG,-0.5752092710765517,0.5752092710765517,-0.5663874965521042,0.5663874965521042,36,37,36.5
2009-2010,ATTENDANCE/G,0.574976446718028,0.574976446718028,0.5461446568539116,0.5461446568539116,37,38,37.5
2009-2010,TOTAL_ATTENDANCE,0.5749621159702757,0.5749621159702757,0.5461446568539116,0.5461446568539116,38,39,38.5
2009-2010,FG%_3-10,0.5563482670880149,0.5563482670880149,0.5267153992774609,0.5267153992774609,39,40,39.5
2009-2010,FG%_3P,0.5321527270149239,0.5321527270149239,0.5066373027357534,0.5066373027357534,43,43,43.0
2009-2010,PER100_3P%,0.5321527270149239,0.5321527270149239,0.5066373027357534,0.5066373027357534,42,44,43.0
2009-2010,OPP_%ASTD_3P,-0.5177378969162644,0.5177378969162644,-0.5112106469480312,0.5112106469480312,46,42,44.0
2009-2010,OPP_FG%3_CORNER,-0.5109637833140809,0.5109637833140809,-0.5225251683791565,0.5225251683791565,48,41,44.5
2009-2010,OPP_PER100_STL,-0.5318395770400197,0.5318395770400197,-0.4907019627442666,0.4907019627442666,44,48,46.0
2009-2010,OPP_PER100_PF,0.5155461301681159,0.5155461301681159,0.4963179839510163,0.4963179839510163,47,47,47.0
2009-2010,PER100_AST,0.4850944819605849,0.4850944819605849,0.5036255882544972,0.5036255882544972,52,46,49.0
2009-2010,DEFENSIVE_DRB%,0.5013685378014957,0.5013685378014957,0.48711693109798215,0.48711693109798215,50,49,49.5
2009-2010,PER100_FTA,0.4388795359081459,0.4388795359081459,0.5053540105024247,0.5053540105024247,56,45,50.5
2009-2010,OPP_PER100_2P,-0.49138770328914066,0.49138770328914066,-0.4474449450637535,0.4474449450637535,51,52,51.5
2009-2010,OPP_%ASTD_2P,-0.5431055522131683,0.5431055522131683,-0.3942236773665347,0.3942236773665347,41,64,52.5
2009-2010,OPP_PER100_TRB,-0.5228453431451593,0.5228453431451593,-0.40067001924860995,0.40067001924860995,45,60,52.5
2009-2010,PER100_FG,0.5034217136265566,0.5034217136265566,0.4195421578364068,0.4195421578364068,49,57,53.0
2009-2010,PER100_TRB,0.44387985133706964,0.44387985133706964,0.4673288477757245,0.4673288477757245,55,51,53.0
2009-2010,OFFENSIVE_FT/FGA,0.422874765311452,0.422874765311452,0.4756389749181671,0.4756389749181671,58,50,54.0
2009-2010,OPP_PER100_DRB,-0.47612383655460894,0.47612383655460894,-0.42090610751439395,0.42090610751439395,53,56,54.5
2009-2010,PER100_FT,0.43345896099418774,0.43345896099418774,0.44675155157115326,0.44675155157115326,57,53,55.0
2009-2010,FT_RATE,0.42215238090840534,0.42215238090840534,0.4213699959563364,0.4213699959563364,59,55,57.0
2009-2010,%FGA_DUNKS,0.39319381603248266,0.39319381603248266,0.42524007123141255,0.42524007123141255,62,54,58.0
2009-2010,OPP_LAYUPS_MADE,-0.4129049671706467,0.4129049671706467,-0.40586406615137777,0.40586406615137777,60,59,59.5
